study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB47870	ERP132183	SAMEA9991115	ERS7669375	ERX6535503	ERR6913239	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	2346294	311946045	UNIVERSITY OF CALGARY	2021-11-26	2021-11-26	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:204-139	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:204-139	71325788;72510265	cd25b30d10bcf06c40dcc290ccdd5bdd;73496ddfdc6b9f9ed58dbbc5fa932992	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/009/ERR6913239/ERR6913239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/009/ERR6913239/ERR6913239_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/009/ERR6913239/ERR6913239_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/009/ERR6913239/ERR6913239_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/009/ERR6913239/ERR6913239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/009/ERR6913239/ERR6913239_2.fastq.gz	67860948;69063012	a99f91f423cc6c18dfba2949dc929fc0;45932e6495d06a84b2effb3e460961eb	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913239/P34_CDNA_L001_2_76142_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913239/P34_CDNA_L001_2_76142_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913239/P34_CDNA_L001_2_76142_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913239/P34_CDNA_L001_2_76142_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913239/P34_CDNA_L001_2_76142_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913239/P34_CDNA_L001_2_76142_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM139		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991116	ERS7669376	ERX6535504	ERR6913240	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	2380788	318221766	UNIVERSITY OF CALGARY	2021-11-25	2021-11-25	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:204-140	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:204-140	72416214;74106359	c6a66a75cdc1c58950d2cb3ffbac5ef9;2a247ad033fa0a7f415f96dd95159491	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/000/ERR6913240/ERR6913240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/000/ERR6913240/ERR6913240_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/000/ERR6913240/ERR6913240_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/000/ERR6913240/ERR6913240_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/000/ERR6913240/ERR6913240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/000/ERR6913240/ERR6913240_2.fastq.gz	68945331;70645113	de24222910b3ee372d8a277acdffea99;642cd072c719ba0e8b3b12f528bbf165	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913240/P35_CDNA_L001_2_76144_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913240/P35_CDNA_L001_2_76144_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913240/P35_CDNA_L001_2_76144_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913240/P35_CDNA_L001_2_76144_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913240/P35_CDNA_L001_2_76144_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913240/P35_CDNA_L001_2_76144_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM140		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991117	ERS7669377	ERX6535505	ERR6913241	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	2663808	353308446	UNIVERSITY OF CALGARY	2021-11-25	2021-11-25	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:204-141	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:204-141	75998487;77416674	572e539b092c3e0516f863ba16fd0996;e9ec7669fa72eb666a42f535f4e25271	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/001/ERR6913241/ERR6913241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/001/ERR6913241/ERR6913241_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/001/ERR6913241/ERR6913241_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/001/ERR6913241/ERR6913241_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/001/ERR6913241/ERR6913241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/001/ERR6913241/ERR6913241_2.fastq.gz	72136103;73590552	7653236c1a13ad9aa7d79f935d32aadd;c65ca1763e1699206702e194c73bf89b	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913241/P36_CDNA_L001_2_76146_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913241/P36_CDNA_L001_2_76146_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913241/P36_CDNA_L001_2_76146_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913241/P36_CDNA_L001_2_76146_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913241/P36_CDNA_L001_2_76146_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913241/P36_CDNA_L001_2_76146_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM141		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991118	ERS7669378	ERX6535506	ERR6913242	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	2583114	314487605	UNIVERSITY OF CALGARY	2021-11-25	2021-11-25	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:204-142	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:204-142	73114014;74126058	c283806db5e98d122f034a4eda28a336;25f269d721be4698da7e27935ce091a0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/002/ERR6913242/ERR6913242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/002/ERR6913242/ERR6913242_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/002/ERR6913242/ERR6913242_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/002/ERR6913242/ERR6913242_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/002/ERR6913242/ERR6913242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/002/ERR6913242/ERR6913242_2.fastq.gz	69333289;70370726	e65f89f926fa20bb816119716466fcd6;8f78038b5863765dc7bbd92a8afebe68	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913242/P37_CDNA_L001_2_76148_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913242/P37_CDNA_L001_2_76148_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913242/P37_CDNA_L001_2_76148_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913242/P37_CDNA_L001_2_76148_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913242/P37_CDNA_L001_2_76148_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913242/P37_CDNA_L001_2_76148_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM142		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991119	ERS7669379	ERX6535507	ERR6913243	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	2851368	357927119	UNIVERSITY OF CALGARY	2021-10-12	2021-10-12	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:204-143	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:204-143	78448050;79100594	eb576b419924bca7ffb933da526550ea;37e12c946f097d7f1f8070d552e418d0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/003/ERR6913243/ERR6913243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/003/ERR6913243/ERR6913243_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/003/ERR6913243/ERR6913243_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/003/ERR6913243/ERR6913243_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/003/ERR6913243/ERR6913243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/003/ERR6913243/ERR6913243_2.fastq.gz	74230351;74946506	bd886b65c06b207df1d50be92e07b471;55ee11c708bbc5bdb9bae0af29fe5bea	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913243/P38_CDNA_L001_2_76150_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913243/P38_CDNA_L001_2_76150_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913243/P38_CDNA_L001_2_76150_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913243/P38_CDNA_L001_2_76150_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913243/P38_CDNA_L001_2_76150_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913243/P38_CDNA_L001_2_76150_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM143		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991120	ERS7669380	ERX6535508	ERR6913244	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	2111128	282443883	UNIVERSITY OF CALGARY	2021-11-26	2021-11-26	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:204-144	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:204-144	60497836;62176711	707e100acb339128f0bbd3de694a38b5;9907cc638aedffef2bdd522782642651	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/004/ERR6913244/ERR6913244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/004/ERR6913244/ERR6913244_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/004/ERR6913244/ERR6913244_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/004/ERR6913244/ERR6913244_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/004/ERR6913244/ERR6913244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/004/ERR6913244/ERR6913244_2.fastq.gz	57596392;59274788	a2f17f0729b5ea2201d34e73cd08eb6b;a0cced3718a6010004bd8b06287b5b54	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913244/VOC_CDNA_L001_2_76099_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913244/VOC_CDNA_L001_2_76099_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913244/VOC_CDNA_L001_2_76099_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913244/VOC_CDNA_L001_2_76099_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913244/VOC_CDNA_L001_2_76099_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913244/VOC_CDNA_L001_2_76099_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM144		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991121	ERS7669381	ERX6535509	ERR6913245	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	2648230	344039859	UNIVERSITY OF CALGARY	2021-10-12	2021-10-12	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:204-145	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:204-145	76785573;78002589	dd8aa93ffe4aabb1b9ef5998ea0100c7;5e057a30e3960295f4cb1901566b8969	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/005/ERR6913245/ERR6913245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/005/ERR6913245/ERR6913245_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/005/ERR6913245/ERR6913245_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/005/ERR6913245/ERR6913245_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/005/ERR6913245/ERR6913245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/005/ERR6913245/ERR6913245_2.fastq.gz	72851993;74082690	072a7904b20d0878cf0d0cfc2904f097;f76685eba55f55e34c2e2a77c5286717	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913245/VOC2_CDNA_L001_2_76089_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913245/VOC2_CDNA_L001_2_76089_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913245/VOC2_CDNA_L001_2_76089_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913245/VOC2_CDNA_L001_2_76089_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913245/VOC2_CDNA_L001_2_76089_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913245/VOC2_CDNA_L001_2_76089_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM145		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991122	ERS7669382	ERX6535510	ERR6913246	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	2680442	361700382	UNIVERSITY OF CALGARY	2021-11-25	2021-11-25	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:204-146	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:204-146	82956537;84284779	c0a3d9761829e7d3329a849639651d42;29988d77a27b236ad086f755e66ff435	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/006/ERR6913246/ERR6913246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/006/ERR6913246/ERR6913246_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/006/ERR6913246/ERR6913246_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/006/ERR6913246/ERR6913246_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/006/ERR6913246/ERR6913246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/006/ERR6913246/ERR6913246_2.fastq.gz	78958793;80300410	6c340f41826dbea9f5f6e23f905fd61e;f2d385118fd15a813352b1a3a904025a	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913246/VOC3_CDNA_L001_2_76091_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913246/VOC3_CDNA_L001_2_76091_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913246/VOC3_CDNA_L001_2_76091_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913246/VOC3_CDNA_L001_2_76091_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913246/VOC3_CDNA_L001_2_76091_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913246/VOC3_CDNA_L001_2_76091_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM146		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991123	ERS7669383	ERX6535511	ERR6913247	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	2493950	343823134	UNIVERSITY OF CALGARY	2021-10-12	2021-10-12	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:204-147	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:204-147	75404876;76728281	60c4ca20dc444c8f51626c4cd22cc1c8;6261cd2e23e6fe63c0432b141a6465d9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/007/ERR6913247/ERR6913247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/007/ERR6913247/ERR6913247_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/007/ERR6913247/ERR6913247_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/007/ERR6913247/ERR6913247_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/007/ERR6913247/ERR6913247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/007/ERR6913247/ERR6913247_2.fastq.gz	71797806;73136006	c9356b105ca31a17f418b81da38c156d;1d4294a336c1a7a8f6aa533ff1fd7ff5	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913247/VOC4_CDNA_L001_2_76093_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913247/VOC4_CDNA_L001_2_76093_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913247/VOC4_CDNA_L001_2_76093_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913247/VOC4_CDNA_L001_2_76093_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913247/VOC4_CDNA_L001_2_76093_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913247/VOC4_CDNA_L001_2_76093_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM147		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991124	ERS7669384	ERX6535512	ERR6913248	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	2505272	325053388	UNIVERSITY OF CALGARY	2021-11-26	2021-11-26	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:204-148	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:204-148	73681323;74626669	cd67ad2578d473765c08de1b4787c95d;296670a9fbbfa882cf42bb1a13c67b7c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/008/ERR6913248/ERR6913248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/008/ERR6913248/ERR6913248_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/008/ERR6913248/ERR6913248_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/008/ERR6913248/ERR6913248_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/008/ERR6913248/ERR6913248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/008/ERR6913248/ERR6913248_2.fastq.gz	69955374;70972668	d444b4852b27156e53514ca27b3fd0c3;cfdf5d4886bba31b09a2210320cde6d2	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913248/VOC5_CDNA_L001_2_76095_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913248/VOC5_CDNA_L001_2_76095_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913248/VOC5_CDNA_L001_2_76095_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913248/VOC5_CDNA_L001_2_76095_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913248/VOC5_CDNA_L001_2_76095_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913248/VOC5_CDNA_L001_2_76095_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM148		Metagenomics COVID-19	0	2021-10-06
PRJEB47870	ERP132183	SAMEA9991125	ERS7669385	ERX6535513	ERR6913249	ERA6551788	256318	metagenome	ILLUMINA	Illumina NovaSeq 6000	NEBNext Ultra II Library Preparation for Illumina	300	PAIRED	OTHER	METAGENOMIC	unspecified	2630276	341794384	UNIVERSITY OF CALGARY	2021-10-12	2021-10-12	Illumina NovaSeq 6000 paired end sequencing	Analysis of diversity, co-pathogens, and metagenomics of COVID-19 patients	ena-STUDY-UNIVERSITY OF CALGARY-02-10-2021-05:39:36:575-661	ena-EXPERIMENT-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:204-149	ena-RUN-UNIVERSITY OF CALGARY-06-10-2021-20:39:34:204-149	75874794;76625278	bc0acc76a8c2367146a44346d42e9c41;570b50b1bc65367f58d3d09630455d84	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/009/ERR6913249/ERR6913249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/009/ERR6913249/ERR6913249_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/009/ERR6913249/ERR6913249_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR691/009/ERR6913249/ERR6913249_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/009/ERR6913249/ERR6913249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR691/009/ERR6913249/ERR6913249_2.fastq.gz	72063280;72825099	b892669874f34804454247b63e44662f;d4da477b898b85a249044f7f94fd92f8	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913249/VOC6_CDNA_L001_2_76097_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913249/VOC6_CDNA_L001_2_76097_reads_nh_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913249/VOC6_CDNA_L001_2_76097_reads_nh_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR691/ERR6913249/VOC6_CDNA_L001_2_76097_reads_nh_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913249/VOC6_CDNA_L001_2_76097_reads_nh_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR691/ERR6913249/VOC6_CDNA_L001_2_76097_reads_nh_R2.fastq.gz	FASTQ;FASTQ									Meta_DCM149		Metagenomics COVID-19	0	2021-10-06
